,Answer.category_most_index,count,percentage
0,arts,14,8.80503144654088
1,beauty,9,5.660377358490567
2,family,7,4.40251572327044
3,gastronomy,12,7.547169811320755
4,health,10,6.289308176100629
5,other,53,33.33333333333333
6,politics,6,3.7735849056603774
7,sports,5,3.1446540880503147
8,style,11,6.918238993710692
9,travel,32,20.125786163522015
