,category,count,percentage
8,category_all_style,30,3.841229193341869
7,category_all_travel,43,5.505761843790013
6,category_all_beauty,29,3.713188220230474
5,category_all_gastronomy,23,2.9449423815621
4,category_all_politics,7,0.8962868117797695
3,category_all_family,18,2.3047375160051216
2,category_all_sports,9,1.1523687580025608
1,category_all_other,36,4.609475032010243
