,Answer.category_most_index,count,percentage
0,arts,8,4.597701149425287
1,beauty,30,17.24137931034483
2,family,4,2.2988505747126435
3,gastronomy,15,8.620689655172415
4,health,11,6.321839080459771
5,other,58,33.33333333333333
6,politics,7,4.022988505747127
7,sports,4,2.2988505747126435
8,style,10,5.747126436781609
9,travel,27,15.517241379310345
