,Answer.category_most_index,count,percentage
0,arts,78,9.080325960419092
1,beauty,98,11.40861466821886
2,family,39,4.540162980209546
3,gastronomy,55,6.402793946449361
4,health,53,6.169965075669383
5,other,295,34.342258440046564
6,politics,32,3.7252619324796274
7,sports,23,2.6775320139697323
8,style,85,9.89522700814901
9,travel,101,11.757857974388825
