,category,count,percentage
8,category_all_style,170,15.625
7,category_all_travel,166,15.257352941176471
6,category_all_beauty,154,14.154411764705882
5,category_all_gastronomy,121,11.121323529411764
4,category_all_politics,33,3.0330882352941178
3,category_all_family,130,11.948529411764707
2,category_all_sports,17,1.5625
1,category_all_other,254,23.34558823529412
