,category,count,percentage
8,category_all_style,6,0.5514705882352942
7,category_all_travel,11,1.0110294117647058
6,category_all_beauty,8,0.7352941176470588
5,category_all_gastronomy,10,0.9191176470588236
4,category_all_politics,0,0
3,category_all_family,7,0.6433823529411764
2,category_all_sports,2,0.1838235294117647
1,category_all_other,9,0.8272058823529412
