,Answer.category_most_index,count,percentage
0,beauty,10,5.434782608695652
1,family,18,9.782608695652174
2,gastronomy,11,5.978260869565218
3,other,85,46.19565217391305
4,politics,8,4.3478260869565215
5,sports,9,4.891304347826087
6,style,15,8.152173913043478
7,travel,28,15.217391304347828
